Nodes,Priority method,Cost,Leaves count,Elapsed time,Finished
20,reg,217,1,18.208905696868896,True
20,opt,217,7,26.89255142211914,True
20,reg,195,1,10.7387375831604,True
20,opt,195,2,6.653963804244995,True
20,reg,254,1,34.73715305328369,True
20,opt,254,4,23.586116075515747,True
20,reg,210,1,38.198790311813354,True
20,opt,210,7,24.096431970596313,True
20,reg,236,1,21.206493377685547,True
20,opt,236,15,19.75004553794861,True
20,reg,207,1,60.3172562122345,False
20,opt,207,2,41.246931314468384,True
20,reg,188,1,2.3914694786071777,True
20,opt,188,5,4.247105836868286,True
20,reg,194,1,5.054426431655884,True
20,opt,187,6,1.1285090446472168,True
20,reg,190,1,14.684926748275757,True
20,opt,190,10,10.799061298370361,True
20,reg,215,1,7.505378246307373,True
20,opt,215,5,2.956080436706543,True
20,reg,478,0,61.964460134506226,False
20,opt,223,3,60.00723171234131,False
20,reg,228,1,25.080682277679443,True
20,opt,228,7,19.573718786239624,True
20,reg,213,1,9.93517017364502,True
20,opt,210,8,18.219582557678223,True
20,reg,181,1,16.664278030395508,True
20,opt,181,2,10.49985647201538,True
20,reg,187,1,9.684018850326538,True
20,opt,183,8,4.2720537185668945,True
20,reg,216,1,1.8783514499664307,True
20,opt,216,7,1.266575813293457,True
20,reg,232,1,29.86913800239563,True
20,opt,232,17,22.317055225372314,True
